Constituency geographic code,Historic ID (ONS),MNIS ID,Constituency name,NAME DIFFERS FROM MNIS,Constituency designation,English region geographic code,English region name,Country geographic code,Country name
E14000319,319,2155,North Southwark and Bermondsey,,Borough,E12000007,London,E92000001,England
E14000320,320,2156,North Swindon,,County,E12000009,South West,E92000001,England
S19970059,659,2158,North Tayside,,County,,,S92000003,Scotland
E14000321,321,2160,North Thanet,,County,E12000008,South East,E92000001,England
E14000322,322,2161,North Tyneside,,Borough,E12000001,North East,E92000001,England
E14000323,323,2163,North Warwickshire,,County,E12000005,West Midlands,E92000001,England
E14000324,324,2164,North West Cambridgeshire,,County,E12000006,East of England,E92000001,England
E14000325,325,2168,North West Durham,,County,E12000001,North East,E92000001,England
E14000326,326,2170,North West Hampshire,,County,E12000008,South East,E92000001,England
E14000327,327,2172,North West Leicestershire,,County,E12000004,East Midlands,E92000001,England
E14000328,328,2175,North West Norfolk,,County,E12000006,East of England,E92000001,England
E14000329,329,2179,North Wiltshire,,County,E12000009,South West,E92000001,England
E14000330,330,2184,Northampton North,,Borough,E12000004,East Midlands,E92000001,England
E14000331,331,2187,Northampton South,,Borough,E12000004,East Midlands,E92000001,England
E14000332,332,2189,Northavon,,County,E12000009,South West,E92000001,England
E14000333,333,2199,Norwich North,,Borough,E12000006,East of England,E92000001,England
E14000334,334,2203,Norwich South,,Borough,E12000006,East of England,E92000001,England
E14000335,335,2215,Nottingham East,,Borough,E12000004,East Midlands,E92000001,England
E14000336,336,2219,Nottingham North,,Borough,E12000004,East Midlands,E92000001,England
E14000337,337,2224,Nottingham South,,Borough,E12000004,East Midlands,E92000001,England
E14000338,338,2232,Nuneaton,,County,E12000005,West Midlands,E92000001,England
S19970060,660,2233,Ochil,,County,,,S92000003,Scotland
W07000024,559,2239,Ogmore,,County,,,W92000004,Wales
E14000339,339,2241,Old Bexley and Sidcup,,Borough,E12000007,London,E92000001,England
E14000340,340,2247,Oldham East and Saddleworth,,County,E12000002,North West,E92000001,England
E14000341,341,2251,Oldham West and Royton,,Borough,E12000002,North West,E92000001,England
S19970061,661,2255,Orkney and Shetland,,County,,,S92000003,Scotland
E14000342,342,2265,Orpington,,Borough,E12000007,London,E92000001,England
E14000343,343,2273,Oxford East,,Borough,E12000008,South East,E92000001,England
E14000344,344,2276,Oxford West and Abingdon,,County,E12000008,South East,E92000001,England
S19970062,662,2288,Paisley North,,Burgh,,,S92000003,Scotland
S19970063,663,2290,Paisley South,,Burgh,,,S92000003,Scotland
E14000345,345,2301,Pendle,,Borough,E12000002,North West,E92000001,England
E14000346,346,2309,Penrith and The Border,,County,E12000002,North West,E92000001,England
S19970064,664,2312,Perth,,County,,,S92000003,Scotland
E14000347,347,2321,Peterborough,,Borough,E12000006,East of England,E92000001,England
E14000348,348,2330,"Plymouth, Devonport",,Borough,E12000009,South West,E92000001,England
E14000349,349,2338,"Plymouth, Sutton",,Borough,E12000009,South West,E92000001,England
E14000350,350,2343,Pontefract and Castleford,,County,E12000003,Yorkshire and The Humber,E92000001,England
W07000027,560,2351,Pontypridd,,County,,,W92000004,Wales
E14000351,351,2355,Poole,,Borough,E12000009,South West,E92000001,England
E14000352,352,2357,Poplar and Canning Town,,Borough,E12000007,London,E92000001,England
E14000353,353,2362,Portsmouth North,,Borough,E12000008,South East,E92000001,England
E14000354,354,2367,Portsmouth South,,Borough,E12000008,South East,E92000001,England
W07000014,561,2370,Preseli Pembrokeshire,,County,,,W92000004,Wales
E14000355,355,2373,Preston,,Borough,E12000002,North West,E92000001,England
E14000356,356,2381,Pudsey,,Borough,E12000003,Yorkshire and The Humber,E92000001,England
E14000357,357,2387,Putney,,Borough,E12000007,London,E92000001,England
E14000358,358,2391,Rayleigh,,County,E12000006,East of England,E92000001,England
E14000359,359,2395,Reading East,,Borough,E12000008,South East,E92000001,England
E14000360,360,2401,Reading West,,County,E12000008,South East,E92000001,England
E14000361,361,2404,Redcar,,Borough,E12000001,North East,E92000001,England
E14000362,362,2405,Redditch,,Borough,E12000005,West Midlands,E92000001,England
E14000363,363,2406,Regent’s Park and Kensington North,Yes,Borough,E12000007,London,E92000001,England
E14000364,364,2411,Reigate,,Borough,E12000008,South East,E92000001,England
W07000025,562,2416,Rhondda,,County,,,W92000004,Wales
E14000365,365,2422,Ribble Valley,,County,E12000002,North West,E92000001,England
E14000366,366,2430,Richmond (Yorks),,County,E12000003,Yorkshire and The Humber,E92000001,England
E14000367,367,2431,Richmond Park,,Borough,E12000007,London,E92000001,England
E14000368,368,2439,Rochdale,,County,E12000002,North West,E92000001,England
E14000369,369,2443,Rochford and Southend East,,County,E12000006,East of England,E92000001,England
E14000370,370,2448,Romford,,Borough,E12000007,London,E92000001,England
E14000371,371,2449,Romsey,,County,E12000008,South East,E92000001,England
S19970065,665,2455,"Ross, Skye and Inverness West",,County,,,S92000003,Scotland
E14000372,372,2461,Rossendale and Darwen,,Borough,E12000002,North West,E92000001,England
E14000373,373,2466,Rother Valley,,County,E12000003,Yorkshire and The Humber,E92000001,England
E14000374,374,2471,Rotherham,,Borough,E12000003,Yorkshire and The Humber,E92000001,England
S19970066,666,2476,Roxburgh and Berwickshire,,County,,,S92000003,Scotland
E14000375,375,2487,Rugby and Kenilworth,,County,E12000005,West Midlands,E92000001,England
E14000376,376,2491,Ruislip-Northwood,Yes,Borough,E12000007,London,E92000001,England
E14000377,377,2494,Runnymede and Weybridge,,County,E12000008,South East,E92000001,England
E14000378,378,2499,Rushcliffe,,County,E12000004,East Midlands,E92000001,England
E14000379,379,2503,Rutland and Melton,,County,E12000004,East Midlands,E92000001,England
E14000380,380,2511,Ryedale,,County,E12000003,Yorkshire and The Humber,E92000001,England
E14000381,381,2516,Saffron Walden,,County,E12000006,East of England,E92000001,England
E14000386,386,2517,Salford,,Borough,E12000002,North West,E92000001,England
E14000387,387,2530,Salisbury,,County,E12000009,South West,E92000001,England
E14000388,388,2535,Scarborough and Whitby,,County,E12000003,Yorkshire and The Humber,E92000001,England
E14000389,389,2536,Scunthorpe,,County,E12000003,Yorkshire and The Humber,E92000001,England
E14000390,390,2541,Sedgefield,,County,E12000001,North East,E92000001,England
E14000391,391,2543,Selby,,County,E12000003,Yorkshire and The Humber,E92000001,England
E14000392,392,2548,Sevenoaks,,County,E12000008,South East,E92000001,England
E14000395,395,2551,Sheffield Central,,Borough,E12000003,Yorkshire and The Humber,E92000001,England
E14000393,393,2556,"Sheffield, Attercliffe",,Borough,E12000003,Yorkshire and The Humber,E92000001,England
E14000394,394,2561,"Sheffield, Brightside",,Borough,E12000003,Yorkshire and The Humber,E92000001,England
E14000396,396,2567,"Sheffield, Hallam",,County,E12000003,Yorkshire and The Humber,E92000001,England
E14000397,397,2571,"Sheffield, Heeley",,Borough,E12000003,Yorkshire and The Humber,E92000001,England
E14000398,398,2576,"Sheffield, Hillsborough",,County,E12000003,Yorkshire and The Humber,E92000001,England
E14000399,399,2582,Sherwood,,County,E12000004,East Midlands,E92000001,England
E14000400,400,2587,Shipley,,County,E12000003,Yorkshire and The Humber,E92000001,England
E14000401,401,2596,Shrewsbury and Atcham,,County,E12000005,West Midlands,E92000001,England
E14000402,402,2599,Sittingbourne and Sheppey,,County,E12000008,South East,E92000001,England
E14000403,403,2604,Skipton and Ripon,,County,E12000003,Yorkshire and The Humber,E92000001,England
E14000404,404,2605,Sleaford and North Hykeham,,County,E12000004,East Midlands,E92000001,England
E14000405,405,2607,Slough,,Borough,E12000008,South East,E92000001,England
E14000406,406,2614,Solihull,,Borough,E12000005,West Midlands,E92000001,England
E14000407,407,2616,Somerton and Frome,,County,E12000009,South West,E92000001,England
N19970014,714,2622,South Antrim,,County,,,N92000002,Northern Ireland
E14000408,408,2630,South Cambridgeshire,,County,E12000006,East of England,E92000001,England
E14000409,409,2634,South Derbyshire,,County,E12000004,East Midlands,E92000001,England
E14000410,410,2638,South Dorset,,County,E12000009,South West,E92000001,England
N19970015,715,2642,South Down,,County,,,N92000002,Northern Ireland
E14000411,411,2644,South East Cambridgeshire,,County,E12000006,East of England,E92000001,England
E14000412,412,2646,South East Cornwall,,County,E12000009,South West,E92000001,England
E14000413,413,2658,South Holland and The Deepings,,County,E12000004,East Midlands,E92000001,England
E14000414,414,2663,South Norfolk,,County,E12000006,East of England,E92000001,England
E14000415,415,2667,South Ribble,,County,E12000002,North West,E92000001,England
E14000416,416,2672,South Shields,,Borough,E12000001,North East,E92000001,England
E14000417,417,2674,South Staffordshire,,County,E12000005,West Midlands,E92000001,England
E14000418,418,2676,South Suffolk,,County,E12000006,East of England,E92000001,England
E14000419,419,2677,South Swindon,,County,E12000009,South West,E92000001,England
E14000420,420,2679,South Thanet,,County,E12000008,South East,E92000001,England
E14000421,421,2681,South West Bedfordshire,,County,E12000006,East of England,E92000001,England
E14000422,422,2683,South West Devon,,County,E12000009,South West,E92000001,England
E14000423,423,2687,South West Hertfordshire,,County,E12000006,East of England,E92000001,England
E14000424,424,2691,South West Norfolk,,County,E12000006,East of England,E92000001,England
E14000425,425,2694,South West Surrey,,County,E12000008,South East,E92000001,England
E14000426,426,2705,"Southampton, Itchen",,Borough,E12000008,South East,E92000001,England
E14000427,427,2709,"Southampton, Test",,Borough,E12000008,South East,E92000001,England
E14000428,428,2716,Southend West,,Borough,E12000006,East of England,E92000001,England
E14000429,429,2724,Southport,,Borough,E12000002,North West,E92000001,England
E14000430,430,2737,Spelthorne,,Borough,E12000008,South East,E92000001,England
E14000382,382,2744,St. Albans,Yes,County,E12000006,East of England,E92000001,England
E14000383,383,2749,St. Helens North,Yes,Borough,E12000002,North West,E92000001,England
E14000384,384,2751,St. Helens South,Yes,Borough,E12000002,North West,E92000001,England
E14000385,385,2756,St. Ives,Yes,County,E12000009,South West,E92000001,England
E14000431,431,2766,Stafford,,County,E12000005,West Midlands,E92000001,England
E14000432,432,2771,Staffordshire Moorlands,,County,E12000005,West Midlands,E92000001,England
E14000433,433,2776,Stalybridge and Hyde,,County,E12000002,North West,E92000001,England
E14000434,434,2781,Stevenage,,County,E12000006,East of England,E92000001,England
S19970067,667,2783,Stirling,,County,,,S92000003,Scotland
E14000435,435,2792,Stockport,,Borough,E12000002,North West,E92000001,England
E14000436,436,2799,Stockton North,,Borough,E12000001,North East,E92000001,England
E14000437,437,2801,Stockton South,,Borough,E12000001,North East,E92000001,England
E14000438,438,2809,Stoke-on-Trent Central,,Borough,E12000005,West Midlands,E92000001,England
E14000439,439,2813,Stoke-on-Trent North,,Borough,E12000005,West Midlands,E92000001,England
E14000440,440,2817,Stoke-on-Trent South,,Borough,E12000005,West Midlands,E92000001,England
E14000441,441,2822,Stone,,County,E12000005,West Midlands,E92000001,England
E14000442,442,2824,Stourbridge,,Borough,E12000005,West Midlands,E92000001,England
N19970016,716,2826,Strangford,,County,,,N92000002,Northern Ireland
E14000443,443,2831,Stratford-on-Avon,,County,E12000005,West Midlands,E92000001,England
S19970068,668,2833,Strathkelvin and Bearsden,,County,,,S92000003,Scotland
E14000444,444,2838,Streatham,,Borough,E12000007,London,E92000001,England
E14000445,445,2843,Stretford and Urmston,,Borough,E12000002,North West,E92000001,England
E14000446,446,2848,Stroud,,County,E12000009,South West,E92000001,England
E14000447,447,2854,Suffolk Coastal,,County,E12000006,East of England,E92000001,England
E14000448,448,2859,Sunderland North,,Borough,E12000001,North East,E92000001,England
E14000449,449,2863,Sunderland South,,Borough,E12000001,North East,E92000001,England
E14000450,450,2867,Surrey Heath,,County,E12000008,South East,E92000001,England
E14000451,451,2872,Sutton and Cheam,,Borough,E12000007,London,E92000001,England
E14000452,452,2878,Sutton Coldfield,,Borough,E12000005,West Midlands,E92000001,England
W07000020,563,2883,Swansea East,,Borough,,,W92000004,Wales
W07000019,564,2888,Swansea West,,Borough,,,W92000004,Wales
E14000453,453,2894,Tamworth,,County,E12000005,West Midlands,E92000001,England
E14000454,454,2896,Tatton,,County,E12000002,North West,E92000001,England
E14000455,455,2901,Taunton,,County,E12000009,South West,E92000001,England
E14000456,456,2905,Teignbridge,,County,E12000009,South West,E92000001,England
E14000457,457,2906,Telford,,Borough,E12000005,West Midlands,E92000001,England
E14000458,458,2907,Tewkesbury,,County,E12000009,South West,E92000001,England
E14000459,459,2916,The Wrekin,,County,E12000005,West Midlands,E92000001,England
E14000460,460,2926,Thurrock,,Borough,E12000006,East of England,E92000001,England
E14000461,461,2931,Tiverton and Honiton,,County,E12000009,South West,E92000001,England
E14000462,462,2936,Tonbridge and Malling,,County,E12000008,South East,E92000001,England
E14000463,463,2939,Tooting,,Borough,E12000007,London,E92000001,England
E14000464,464,2942,Torbay,,Borough,E12000009,South West,E92000001,England
W07000037,565,2944,Torfaen,,County,,,W92000004,Wales
E14000465,465,2948,Torridge and West Devon,,County,E12000009,South West,E92000001,England
E14000466,466,2953,Totnes,,County,E12000009,South West,E92000001,England
E14000467,467,2957,Tottenham,,Borough,E12000007,London,E92000001,England
E14000468,468,2963,Truro and St. Austell,Yes,County,E12000009,South West,E92000001,England
E14000469,469,2965,Tunbridge Wells,,County,E12000008,South East,E92000001,England
S19970069,669,2967,"Tweeddale, Ettrick and Lauderdale",,County,,,S92000003,Scotland
E14000470,470,2972,Twickenham,,Borough,E12000007,London,E92000001,England
E14000471,471,2974,Tyne Bridge,,Borough,E12000001,North East,E92000001,England
E14000472,472,2979,Tynemouth,,Borough,E12000001,North East,E92000001,England
E14000473,473,2982,Upminster,,Borough,E12000007,London,E92000001,England
N19970017,717,2984,Upper Bann,,County,,,N92000002,Northern Ireland
E14000474,474,2990,Uxbridge,,Borough,E12000007,London,E92000001,England
W07000005,566,2991,Vale of Clwyd,,County,,,W92000004,Wales
W07000028,567,2993,Vale of Glamorgan,,County,,,W92000004,Wales
E14000475,475,2994,Vale of York,,County,E12000003,Yorkshire and The Humber,E92000001,England
E14000476,476,2998,Vauxhall,,Borough,E12000007,London,E92000001,England
E14000477,477,3003,Wakefield,,County,E12000003,Yorkshire and The Humber,E92000001,England
E14000478,478,3009,Wallasey,,Borough,E12000002,North West,E92000001,England
E14000479,479,3019,Walsall North,,Borough,E12000005,West Midlands,E92000001,England
E14000480,480,3023,Walsall South,,Borough,E12000005,West Midlands,E92000001,England
E14000481,481,3026,Walthamstow,,Borough,E12000007,London,E92000001,England
E14000482,482,3035,Wansbeck,,County,E12000001,North East,E92000001,England
E14000483,483,3037,Wansdyke,,County,E12000009,South West,E92000001,England
E14000484,484,3042,Wantage,,County,E12000008,South East,E92000001,England
E14000485,485,3043,Warley,,Borough,E12000005,West Midlands,E92000001,England
E14000486,486,3052,Warrington North,,Borough,E12000002,North West,E92000001,England
E14000487,487,3054,Warrington South,,Borough,E12000002,North West,E92000001,England
E14000488,488,3059,Warwick and Leamington,,County,E12000005,West Midlands,E92000001,England
E14000489,489,3065,Watford,,Borough,E12000006,East of England,E92000001,England
E14000490,490,3067,Waveney,,County,E12000006,East of England,E92000001,England
E14000491,491,3069,Wealden,,County,E12000008,South East,E92000001,England
E14000492,492,3070,Weaver Vale,,County,E12000002,North West,E92000001,England
E14000493,493,3077,Wellingborough,,County,E12000004,East Midlands,E92000001,England
E14000494,494,3082,Wells,,County,E12000009,South West,E92000001,England
E14000495,495,3085,Welwyn Hatfield,,County,E12000006,East of England,E92000001,England
E14000496,496,3092,Wentworth,,County,E12000003,Yorkshire and The Humber,E92000001,England
S19970070,670,3095,West Aberdeenshire and Kincardine,,County,,,S92000003,Scotland
E14000497,497,3101,West Bromwich East,,Borough,E12000005,West Midlands,E92000001,England
E14000498,498,3104,West Bromwich West,,Borough,E12000005,West Midlands,E92000001,England
E14000499,499,3105,West Chelmsford,,County,E12000006,East of England,E92000001,England
E14000500,500,3109,West Derbyshire,,County,E12000004,East Midlands,E92000001,England
E14000501,501,3114,West Dorset,,County,E12000009,South West,E92000001,England
E14000502,502,3124,West Ham,,Borough,E12000007,London,E92000001,England
E14000503,503,3129,West Lancashire,,County,E12000002,North West,E92000001,England
S19970071,671,3134,West Renfrewshire,,County,,,S92000003,Scotland
E14000504,504,3137,West Suffolk,,County,E12000006,East of England,E92000001,England
N19970018,718,3138,West Tyrone,,County,,,N92000002,Northern Ireland
E14000505,505,3139,West Worcestershire,,County,E12000005,West Midlands,E92000001,England
E14000506,506,3144,Westbury,,County,E12000009,South West,E92000001,England
S19970072,672,3150,Western Isles,,County,,,S92000003,Scotland
E14000507,507,3161,Westmorland and Lonsdale,,County,E12000002,North West,E92000001,England
E14000508,508,3166,Weston-Super-Mare,,County,E12000009,South West,E92000001,England
E14000509,509,3178,Wigan,,County,E12000002,North West,E92000001,England
E14000510,510,3187,Wimbledon,,Borough,E12000007,London,E92000001,England
E14000511,511,3192,Winchester,,County,E12000008,South East,E92000001,England
E14000512,512,3195,Windsor,,County,E12000008,South East,E92000001,England
E14000513,513,3202,Wirral South,,County,E12000002,North West,E92000001,England
E14000514,514,3204,Wirral West,,County,E12000002,North West,E92000001,England
E14000515,515,3206,Witney,,County,E12000008,South East,E92000001,England
E14000516,516,3210,Woking,,County,E12000008,South East,E92000001,England
E14000517,517,3214,Wokingham,,County,E12000008,South East,E92000001,England
E14000518,518,3219,Wolverhampton North East,,Borough,E12000005,West Midlands,E92000001,England
E14000519,519,3222,Wolverhampton South East,,Borough,E12000005,West Midlands,E92000001,England
E14000520,520,3226,Wolverhampton South West,,Borough,E12000005,West Midlands,E92000001,England
E14000521,521,3235,Woodspring,,County,E12000009,South West,E92000001,England
E14000522,522,3247,Worcester,,Borough,E12000005,West Midlands,E92000001,England
E14000523,523,3252,Workington,,County,E12000002,North West,E92000001,England
E14000524,524,3254,Worsley,,County,E12000002,North West,E92000001,England
E14000525,525,3259,Worthing West,,Borough,E12000008,South East,E92000001,England
W07000008,568,3264,Wrexham,,County,,,W92000004,Wales
E14000526,526,3269,Wycombe,,County,E12000008,South East,E92000001,England
E14000527,527,3272,Wyre Forest,,County,E12000005,West Midlands,E92000001,England
E14000528,528,3273,Wythenshawe and Sale East,,Borough,E12000002,North West,E92000001,England
E14000529,529,3280,Yeovil,,County,E12000009,South West,E92000001,England
W07000001,569,3282,Ynys Môn,,County,,,W92000004,Wales
