Dentists and dental practices,https://commonslibrary.parliament.uk/dentists-dental-practices/,true,false,false,false
GPs and GP practices,https://commonslibrary.parliament.uk/constituency-data-gps-and-gp-practices/,true,false,false,false
Health conditions,https://commonslibrary.parliament.uk/constituency-data-how-healthy-is-your-area/,true,false,false,false
